GeneName,X10.CR.RNA,X11.WTS.RNA,X12.EA.RNA,X13.CL.RNA,X14.KD.RNA,X15.SJ.RNA,X16.HZ.RNA,X17.CE.RNA,X18.RL.RNA,X19.DR.RNA,X1.VT.RNA,X20.MCC.RNA,X2.LN.RNA,X3.AS.RNA,X4.TL.RNA,X5.BE.RNA,X6.HA.RNA,X7.HH.RNA,X8.CN.RNA,X9.GC.RNA
CTD-2293H3.2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0
CTD-2293H3.1,16,2,0,3,0,0,6,0,1,4,0,1,2,6,4,18,4,2,6,0
ZNF585A,231,366,315,441,256,388,321,427,331,318,388,335,504,315,272,270,352,291,362,449
ZNF585B,112,284,249,371,268,349,355,794,197,186,299,281,433,501,200,172,271,282,390,415
ZNF383,213,294,247,272,195,279,297,454,288,235,265,265,319,385,221,237,259,215,274,265
LINC01535,57,9,94,91,218,31,104,23,125,82,24,23,22,160,154,111,37,62,109,8
CTD-3220F14.1,9,3,10,2,4,8,4,0,14,0,0,4,12,0,8,4,9,6,10,2
HKR1,815,603,1005,950,784,829,781,1152,1087,718,786,881,871,1109,881,893,914,734,870,1061
CTD-3220F14.3,4,4,6,6,7,12,13,13,7,6,7,6,2,15,9,8,5,10,4,16
CTD-3220F14.2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2
ZNF527,107,172,160,161,106,184,108,259,142,107,162,148,201,177,114,148,106,87,141,175
CTD-2086O20.1,0,0,1,0,2,2,0,0,0,0,2,0,2,2,0,0,2,0,2,0
ZNF569,139,324,175,274,265,320,262,406,166,174,354,206,436,376,212,168,208,178,376,431
ZNF570,832,383,663,637,560,562,586,548,866,758,508,780,623,634,472,840,606,398,608,642
ZNF793-AS1,17,8,8,8,26,37,16,9,4,6,11,12,7,21,11,13,10,9,16,26
CTD-3064H18.2,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,1,0,0,0
ZNF793,189,22,58,58,171,330,152,107,129,99,137,121,124,104,121,108,201,125,169,245
CTD-3064H18.4,12,27,8,47,103,58,27,56,35,31,26,23,32,50,28,22,55,33,36,36
ZNF571-AS1,97,100,131,94,181,79,70,133,118,125,74,111,96,136,116,152,163,110,95,81
ZNF540,31,12,31,32,11,8,17,19,33,31,22,41,22,39,26,30,21,28,25,35
ZNF571,45,28,20,25,19,30,25,66,46,27,33,44,35,34,28,36,28,24,29,39
ZFP30,189,497,381,395,341,575,381,747,292,278,608,389,652,543,267,214,376,268,566,459
ZNF781,4,34,4,6,18,40,38,93,13,23,19,16,54,29,12,10,20,35,6,16
CTD-2528L19.3,2,0,1,1,0,0,1,4,6,1,2,0,0,2,2,0,1,1,1,1
ZNF607,117,267,234,264,245,364,275,570,258,229,356,347,328,304,183,108,240,169,312,275
CTD-2528L19.6,31,87,43,47,38,75,42,109,27,47,73,46,100,71,28,35,38,40,59,55
ZNF573,51,29,25,24,42,40,35,40,46,32,45,55,41,28,25,43,40,54,37,45
CTD-2554C21.1,3,4,2,1,2,12,4,6,5,6,8,1,1,2,1,2,0,3,3,10
CTD-2554C21.2,6,7,0,4,14,26,15,18,6,4,16,14,16,24,4,10,27,12,16,13
AC016582.2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
WDR87,0,0,2,6,2,0,0,0,0,0,3,0,0,0,2,4,0,2,0,2
SIPA1L3,538,2072,1428,1379,1525,2138,1091,2649,1364,1339,2066,1074,2984,2911,952,710,1202,766,2641,989
CTC-244M17.1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CTC-450M9.1,11,3,2,1,1,2,2,0,2,3,2,3,3,0,3,8,2,0,4,0
CTB-102L5.7,0,2,0,0,4,0,4,0,1,2,7,2,2,0,12,4,0,4,0,2
CTB-102L5.8,1,0,0,1,0,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0
RN7SL663P,1,0,0,0,0,0,0,0,3,2,2,0,0,2,0,0,2,0,0,0
DPF1,328,531,635,284,385,636,529,236,741,379,532,324,487,1102,656,229,354,250,675,509
SPINT2,26,70,685,316,307,172,739,808,133,665,236,197,266,1003,185,318,193,164,23,925
PPP1R14A,88,130,1314,826,2783,344,804,556,224,663,403,190,440,792,555,208,672,313,62,224
C19orf33,91,44,168,168,23,118,80,106,160,126,54,48,86,95,55,177,203,442,15,598
YIF1B,5551,5308,9578,7671,8809,7649,6566,8021,7233,11569,8131,7475,7794,9493,7382,5960,7513,6349,5178,5846
KCNK6,7935,3392,15260,9481,9453,6572,5713,6287,10564,15450,5142,9747,7119,11883,9842,7499,10466,9738,2976,4651
CATSPERG,10,6,20,21,4,6,24,21,8,10,19,12,13,17,8,15,8,8,3,9
PSMD8,9842,10517,15890,15116,16768,12502,10402,13981,11102,14008,15794,11488,13051,15984,10839,8502,15200,12463,13713,14570
GGN,28,27,76,93,125,125,82,183,64,68,151,59,68,158,87,35,80,96,105,59
SPRED3,283,168,354,682,787,652,468,1328,422,473,1080,259,289,1119,594,181,527,495,918,322
FAM98C,228,450,656,634,630,585,614,700,460,616,877,694,663,1130,486,398,578,584,532,488
RASGRP4,3,1,0,3,1,1,2,0,3,2,0,6,2,3,2,0,8,2,0,0
RYR1,20,2,8,6,33,2,31,17,17,14,8,12,18,24,30,15,10,14,4,15
MAP4K1,5,13,2,8,6,7,9,12,7,4,7,11,8,16,4,7,4,3,16,20
EIF3K,11999,7011,12544,10960,10246,10050,8591,7542,12745,13598,11856,12453,9368,9401,10375,11131,12820,10788,11288,12259
ACTN4,6106,11333,18954,23909,19115,16670,12826,19654,11078,14990,19290,12024,13318,24451,10585,6834,14875,12780,12939,12195
CTB-186G2.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPN12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LGALS7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGALS7B,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,133
LGALS4,8,4,2,7,0,2,0,2,6,0,0,0,0,0,4,0,4,1,0,4
ECH1,1265,1606,2634,4165,1610,1649,2119,1939,2075,2252,3526,2732,2022,3382,1860,1774,2699,2795,2299,1851
HNRNPL,1512,10662,5156,6367,5557,7525,6532,9308,2149,4204,10722,4429,10558,9225,4014,1712,6407,5643,8609,8517
RINL,14,6,2,0,2,8,6,6,2,8,8,4,7,8,4,2,6,9,3,6
SIRT2,197,961,665,1028,761,907,637,1671,305,655,1213,599,862,1333,486,232,689,777,667,779
NFKBIB,263,609,438,448,454,614,415,604,293,450,689,445,774,687,356,266,519,490,607,638
CCER2,4,2,0,0,2,3,0,4,6,0,0,4,0,1,3,2,0,0,0,1
SARS2,356,389,492,492,646,640,446,649,537,562,769,550,619,710,559,398,698,628,893,536
MRPS12,512,820,935,835,875,1045,658,813,796,951,1131,763,909,1023,605,669,1054,797,1217,922
CTC-360G5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBXO17,169,271,297,274,262,250,301,368,184,292,403,243,318,395,186,156,383,326,369,235
FBXO27,46,38,97,82,87,174,148,273,126,100,79,123,74,283,84,47,226,189,130,75
CTB-189B5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ACP7,5,10,2,4,6,6,33,6,6,10,2,9,19,26,6,2,29,6,84,9
PAK4,967,4876,2641,2553,2618,3827,3042,5424,1474,2065,3181,2502,5618,4321,1883,1119,2538,2006,3761,3114
CTC-218B8.3,0,2,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1
NCCRP1,0,2,2,2,6,0,2,2,0,0,0,0,0,8,6,1,14,2,0,96
SYCN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IFNL3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
IFNL4,0,4,0,2,0,0,0,0,1,0,2,0,2,1,0,0,3,1,2,2
MSRB1P1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
IFNL1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LRFN1,32,34,38,24,4,18,17,41,50,37,13,45,14,37,47,30,35,32,44,51
CTC-246B18.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
GMFG,19,25,39,110,45,25,33,10,60,56,12,56,22,36,17,90,91,43,40,112
CTC-246B18.10,12,1,2,3,4,13,1,5,16,10,10,14,5,6,7,16,7,7,9,7
SAMD4B,2364,4989,4192,4206,4003,3610,3035,7002,3072,3030,4197,3400,4551,6172,3593,2320,4120,3654,4002,3139
RN7SL566P,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PAF1,6079,5921,7196,6219,7743,9461,7905,6452,6677,7598,7756,7766,8348,8128,7291,5748,8706,7168,8527,8296
MED29,1732,2437,2330,2456,2083,2623,2197,4387,1963,1949,2967,2048,2576,3568,2006,1431,2941,2473,2366,2104
ZFP36,139,848,236,512,674,792,294,2325,185,213,662,213,535,829,646,77,481,412,459,404
PLEKHG2,3015,2235,4480,6897,5517,2772,2202,3082,5372,3239,3322,3497,2059,4936,5990,4810,5212,3909,3860,3446
RPS16,19610,27438,28967,30186,24164,24086,23202,24819,24927,27166,30691,30835,27333,25728,24175,28144,30139,26719,27446,29917
SUPT5H,7189,6700,11005,11552,9816,10125,8393,10794,9910,11538,12854,9482,9164,11738,7972,8493,11272,11087,11317,10912
TIMM50,6798,4972,6374,4796,6694,7213,4879,5290,7540,7058,6452,6375,6947,5639,5466,5597,7241,5164,7391,7337
DLL3,24,32,38,31,34,62,12,52,27,30,55,54,40,28,39,27,48,16,57,44
SELENOV,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
EID2B,78,163,136,112,91,178,143,157,150,102,206,153,165,203,99,93,130,114,222,143
TDGF1P7,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1
EID2,725,1621,1529,1567,1153,1440,1419,1593,984,1004,2278,1203,1799,1985,1065,945,1557,1305,1788,1534
AC005176.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LGALS16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGALS17A,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
RPS29P27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
CLC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYRK1B,147,251,336,278,467,497,497,1056,204,314,510,392,310,686,437,104,450,514,377,184
FBL,7347,11224,9983,8807,6885,10028,6732,6268,9989,8481,9401,10970,10953,6523,7569,10481,10065,7370,12949,10881
FCGBP,0,0,0,2,4,2,0,28,0,4,4,6,2,20,14,2,2,10,2,4
PSMC4,1683,2637,3515,4195,3419,3305,3261,2536,2200,3795,5312,2722,3803,4860,2264,1516,3941,3165,4248,3903
ZNF546,2,0,0,6,2,2,2,0,0,0,3,0,0,2,0,2,2,0,4,0
ZNF780B,15,25,29,52,15,18,35,4,17,36,36,12,26,40,15,11,35,35,23,8
ZNF780A,56,84,79,80,80,87,102,34,48,72,61,93,87,117,48,46,82,71,70,69
AC005614.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP3K10,902,908,1212,866,1542,910,1062,1814,778,865,1304,883,1299,1549,1315,458,1343,1245,1392,1653
TTC9B,8,0,11,5,10,5,7,2,14,14,3,5,7,10,5,5,15,11,8,4
CNTD2,8,0,8,34,19,22,12,22,8,15,6,21,12,17,28,18,18,36,10,3
AKT2,6634,10992,12588,10112,9673,13261,10253,16017,8799,9787,11192,11095,12751,14850,9277,6941,10711,10144,11584,10437
CTC-425O23.2,4,2,3,2,2,6,2,6,9,0,2,1,6,4,5,8,2,0,7,4
RNU6-945P,0,1,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0
C19orf47,435,1180,858,948,708,1118,949,988,659,760,1075,788,1419,971,420,474,737,530,1130,1210
PLD3,4679,9637,14266,16747,9937,7764,13362,20557,8352,12488,14298,12638,11213,21440,11097,8626,9314,12143,10965,9692
CTC-425O23.5,40,11,35,20,9,20,16,18,36,40,11,20,20,17,16,26,8,19,24,29
HIPK4,34,16,104,57,28,26,36,21,59,66,31,74,38,30,26,51,30,47,45,48
PRX,585,398,1163,780,847,885,1092,1335,956,704,805,813,967,999,848,718,719,693,811,1001
SERTAD1,7162,10843,11315,11653,12484,6783,11330,3239,8091,8225,14866,15526,9724,16593,16228,10704,15463,22676,10537,7920
CTC-492K19.7,0,0,2,3,0,0,6,0,6,0,8,4,0,2,0,6,2,0,0,3
SERTAD3,1133,3008,2239,2408,2866,2430,2519,2204,1333,1709,3809,2639,2534,4604,3553,1067,3480,4343,3011,2203
CTC-492K19.4,0,1,0,3,0,2,2,2,0,0,5,1,6,3,0,0,0,4,2,5
BLVRB,1352,2373,2846,3378,1993,2409,2704,1935,1946,2804,3594,2949,2394,2714,1897,2367,3188,3268,2502,1843
SPTBN4,217,131,159,132,215,277,359,246,153,174,120,290,209,570,278,308,215,407,120,111
SHKBP1,7070,5915,8426,7282,9064,10979,7676,7463,10665,10684,8672,8413,6813,9250,8201,6399,9932,8151,11859,6374
LTBP4,454,3614,1449,957,736,1166,2526,3102,1005,1007,2750,1757,3230,2747,796,1789,1075,1550,1725,1534
NUMBL,3922,5601,8082,6306,6504,5519,4593,6525,4914,5110,5772,6304,5438,7314,5545,4223,6476,6766,4672,4560
COQ8B,836,552,1300,1406,1105,1107,978,1542,1199,1144,1372,1237,962,1283,1147,982,1166,1369,1147,1058
RNU6-195P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ITPKC,1400,1395,2860,1771,2233,1992,2410,2464,1610,1803,2515,3677,2326,3332,3325,1744,2010,3882,1791,2237
C19orf54,306,519,304,430,464,477,477,880,442,402,664,495,609,482,431,409,565,454,469,586
SNRPA,5947,6039,5484,5266,5148,8167,4708,4801,6673,6035,6387,6304,6317,4753,4626,5092,7713,4868,7596,6723
MIA,21,0,2,0,0,0,0,6,2,0,0,0,1,0,0,0,0,4,0,56
RAB4B,199,453,430,585,697,486,584,1089,264,428,1112,443,546,994,451,209,689,587,663,449
CTC-490E21.14,7,3,10,4,2,1,3,1,8,5,2,4,4,1,8,9,10,6,10,5
EGLN2,7105,8952,8064,6247,9874,10845,7928,10890,7494,7912,10119,9221,10935,9273,9053,5791,9411,7933,11183,9413
CYP2T1P,2,2,5,8,6,20,19,14,7,6,7,9,10,6,9,3,4,9,8,9
CYP2F2P,0,0,3,3,2,0,0,1,0,2,0,1,1,4,4,2,1,3,1,2
CTC-490E21.10,7,3,12,16,6,4,6,11,9,7,5,18,8,13,6,17,8,14,12,10
CTC-490E21.11,40,13,56,42,44,14,53,39,52,50,42,59,33,71,103,69,93,93,26,50
CYP2A6,3,0,0,1,0,1,2,0,3,1,0,7,0,1,3,3,6,4,0,0
CYP2A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CYP2G1P,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-490E21.13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CYP2B7P,2,0,12,5,5,2,1,8,17,6,0,3,1,3,9,5,6,6,0,6
AC092071.1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
CYP2B6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CYP2A7P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
CYP2G2P,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP2A13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CYP2F1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0
RPL36P16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL718P,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP2S1,4,6,2,4,8,9,2,0,2,6,72,0,5,4,1,2,4,12,16,36
AXL,19324,24009,30066,30952,32222,33156,28293,42822,25650,28776,32739,31743,46282,30838,27464,25073,25999,25421,29503,35586
CTD-2195B23.3,2,1,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
HNRNPUL1,3089,10581,5834,7312,5774,7584,6429,11876,4865,4498,9093,6226,9736,8753,4674,4089,6910,5869,8361,7137
RN7SL34P,8,0,3,8,1,6,2,0,30,2,3,13,4,5,2,38,3,3,2,5
TGFB1,19030,18993,28409,26497,30162,27364,15136,25632,20966,27440,28957,23486,25367,27345,20930,18920,29161,23774,31984,31116
CCDC97,549,1216,884,1260,1017,1054,1092,1777,874,844,1122,990,1443,1248,857,713,1131,1098,1299,1158
TMEM91,1202,427,1102,1358,1523,581,692,1040,1613,1538,734,1284,681,838,985,1520,1340,1275,891,978
B9D2,247,565,372,392,472,536,453,712,404,483,538,462,582,572,321,355,556,433,581,510
CTC-435M10.12,39,4,13,1,4,8,8,4,39,16,3,6,5,1,15,29,11,10,6,11
EXOSC5,312,878,588,673,552,798,575,505,353,570,998,780,746,703,424,391,611,438,872,951
BCKDHA,1012,1311,2080,2297,1343,1334,1446,1699,1303,1617,1828,2023,1747,1667,1173,1542,2257,1918,1847,1763
CTC-435M10.10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
B3GNT8,201,99,234,254,470,559,314,397,222,186,363,312,228,291,246,158,484,378,211,227
ATP5SL,1188,2448,2310,2374,2065,3147,2232,3438,1615,1931,3377,2015,2783,2771,2030,1390,2488,1752,2948,2346
ERICH4,2,0,0,0,0,0,2,0,3,0,0,0,0,2,3,2,0,6,0,0
PCAT19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005795.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006129.1,0,2,5,0,0,0,5,0,0,3,31,0,0,4,0,0,4,0,0,6
LINC01480,2,2,2,0,0,2,4,0,0,2,2,0,0,0,0,0,3,1,0,2
CEACAM7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
CEACAM5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,31
CEACAM6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,100
CEACAM3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
HNRNPA1P52,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0
AC020956.3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
LYPD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
DMRTC2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
RPS19,42711,40841,50053,48539,41299,46081,41460,46711,49727,51703,50494,54188,42125,42416,44298,52591,50498,45263,46355,48925
CD79A,10,15,22,20,19,28,10,16,17,7,25,17,10,18,23,8,13,13,8,28
ARHGEF1,470,3696,1849,2808,1548,2259,2387,2230,758,1589,3497,1854,3899,3283,974,617,2181,1740,2664,2439
CTD-2575K13.6,73,15,100,97,10,22,87,18,133,91,38,89,36,70,43,337,57,99,31,38
RABAC1,22867,13504,23783,20547,21707,16071,18312,17532,24445,30089,21436,26611,18691,21844,20471,23962,22023,22596,18414,19355
ATP1A3,50,58,52,12,35,107,184,6,31,446,8,188,110,141,14,38,28,26,1,26
GRIK5,43,44,52,12,23,75,60,35,60,89,12,41,33,42,19,40,34,14,9,34
ZNF574,471,1872,1032,1374,1047,990,1103,1024,637,779,1688,1215,1564,2043,1112,842,1355,1479,1289,1243
POU2F2,1796,2073,1439,859,1961,1798,1839,2506,3597,3920,1722,2787,4388,2323,2865,2454,2803,3247,4737,3350
CTC-378H22.1,2,4,6,0,12,6,6,15,4,18,9,7,6,1,16,2,10,8,23,4
CTC-378H22.2,6,12,6,16,10,8,16,16,20,15,16,12,14,26,22,10,4,23,16,10
DEDD2,605,926,1262,986,1300,1633,1065,2421,909,1438,1241,1262,1283,1597,1035,444,1174,908,1060,994
ZNF526,1461,1306,2081,1792,1500,1431,1190,1579,1995,1950,1862,1954,1781,1578,1338,1886,1665,1153,1974,1557
GSK3A,2920,5985,5384,5078,5531,5301,5233,6800,4213,4751,6164,5226,7146,6744,4236,3921,6096,4855,6062,5916
AC006486.10,20,10,24,23,16,16,18,32,22,18,28,19,17,23,18,22,22,9,18,23
ERF,2698,8500,6736,5918,6537,5133,5859,4860,3265,4344,10877,7921,6998,13513,7143,3215,10093,8487,5880,5426
CIC,1813,4872,5181,4834,4722,5340,4630,9074,3016,3651,6642,3864,5217,6903,3791,1657,4485,3951,4447,4163
PAFAH1B3,891,774,795,1000,1062,2107,792,932,1495,939,2235,830,1072,1153,988,637,1262,820,2440,1290
PRR19,96,110,78,75,120,243,136,121,148,113,143,98,147,149,118,87,160,89,204,163
TMEM145,3,12,5,5,1,5,0,11,2,6,3,0,5,4,0,5,4,0,3,7
MEGF8,3335,3979,6075,5677,4931,3820,4970,12551,5054,4542,5619,5569,4034,6711,5069,4652,4251,5288,5003,5290
CNFN,12,0,8,19,20,11,23,14,29,31,17,14,12,10,13,16,21,20,14,2
LIPE-AS1,53,25,36,34,38,26,33,44,76,57,35,50,31,45,46,67,66,60,45,42
LIPE,32,189,44,40,82,114,161,92,54,43,61,64,160,66,83,59,53,22,76,103
CXCL17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0
CTB-50E14.5,3,8,5,7,7,1,2,11,1,3,9,4,8,10,4,1,5,3,4,2
CEACAM1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,8
CEACAM8,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0
CEACAMP1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
RPS10P28,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0
PSG3,2,14,6,0,1,2,22,22,4,5,0,15,11,12,8,6,7,6,0,0
PSG8,0,2,4,0,0,1,2,6,0,0,0,5,0,0,0,4,1,2,0,0
CEACAMP6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSG8-AS1,0,2,0,0,0,0,0,2,2,4,0,4,0,0,0,3,2,0,0,0
PSG10P,0,1,2,0,0,0,2,0,0,0,0,6,4,2,0,0,0,0,0,0
PSG1,9,330,152,20,14,50,804,1072,90,728,8,190,500,838,43,179,745,618,16,112
PSG6,1,6,6,2,2,1,53,18,5,16,2,24,24,23,2,15,13,24,0,13
PSG7,0,42,2,2,0,4,9,2,4,0,3,18,44,15,0,5,6,4,0,6
CEACAMP7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CTC-490G23.6,10,27,38,18,8,18,18,12,17,33,0,23,52,26,5,28,61,18,9,3
PSG11,1,40,23,2,2,7,28,6,1,16,1,16,30,59,1,6,18,10,3,8
CEACAMP8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PSG2,16,443,117,13,61,30,500,211,102,488,8,176,833,341,82,270,373,153,18,213
CEACAMP9,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0
AC005392.13,0,1,1,0,0,0,0,1,0,10,0,0,1,0,0,5,0,0,0,0
PSG5,3086,6017,8093,2810,7952,7450,11240,3216,8336,9410,3803,13375,15747,15706,6403,9083,22491,14941,3443,7943
PSG4,1086,1917,19,1310,8,35,10970,10,2101,51,2184,3709,2932,5434,4653,14,7787,7158,6,46
CEACAMP10,0,1,1,1,0,0,1,0,0,13,0,1,0,4,0,1,0,0,0,0
PSG9,6,63,43,16,22,62,277,17,41,257,23,78,158,220,18,11,77,50,24,45
CEACAMP11,0,1,2,0,0,0,0,2,0,2,2,0,2,0,0,1,0,0,0,0
CEACAMP4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CTC-490G23.2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD177,8,16,23,73,5,28,22,34,6,54,15,8,45,14,10,5,18,22,4,14
CTC-490G23.4,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0
CD177P1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0
TEX101,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,2,0,1
LYPD3,0,43,9,7,6,52,80,26,6,18,36,37,79,34,8,11,7,4,10,136
PHLDB3,267,289,567,278,568,556,553,468,369,876,676,347,646,853,666,695,532,631,462,446
ETHE1,607,1961,3160,1595,2002,2516,3678,2970,1336,4200,1861,2348,2344,2928,1401,2398,1813,1450,1173,1532
ZNF575,78,94,203,213,366,277,165,246,156,275,318,135,154,176,52,137,157,168,165,141
XRCC1,712,1376,1308,1262,1427,1603,1521,1215,904,1274,1686,1069,1697,1496,921,774,1126,996,1407,2000
L34079.4,0,0,3,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0
PINLYP,61,128,92,135,147,79,166,29,93,47,68,166,137,70,189,105,263,135,109,59
IRGQ,2922,1972,4231,2498,3360,2151,2403,2872,3624,3632,2071,3747,3282,3592,2914,3498,2787,2126,3114,3230
ZNF576,1366,1164,1579,1484,1461,1904,1355,1577,1548,1719,1693,1796,1849,1693,1233,1284,1515,1185,1940,1716
SRRM5,10,12,17,11,12,23,8,11,12,6,13,20,15,12,12,6,9,12,16,7
ZNF428,1611,1730,2830,2807,2756,2823,2271,2875,2628,3301,3581,2744,2159,3104,2333,2053,3062,2543,3182,2433
CADM4,175,147,119,204,173,97,104,427,89,105,192,143,187,188,97,126,136,296,87,394
PLAUR,2232,13021,6129,8716,7569,4742,5700,6273,2921,6391,12204,5835,14586,12201,6352,3323,7026,10747,9101,7343
RN7SL368P,20,13,18,9,9,12,13,0,32,22,3,17,26,20,41,34,15,27,6,10
LLNLR-271C9.1,0,3,2,2,2,0,0,0,5,2,6,2,0,0,10,6,2,10,2,0
IRGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SMG9,2727,2623,2866,3141,3161,4178,3751,3402,2849,3754,3911,3008,4904,4290,2813,2775,4067,3548,3495,4381
KCNN4,310,1112,797,1009,617,1401,1124,450,255,1904,937,618,1813,1655,711,232,421,435,690,564
AC115522.3,0,0,0,3,0,0,0,2,0,0,2,1,0,2,2,5,0,5,1,0
LYPD5,18,15,43,34,28,32,13,61,40,55,18,33,8,101,36,26,34,23,38,20
ZNF283,343,424,340,318,395,300,275,394,408,358,428,451,452,562,340,313,469,321,395,416
ZNF404,162,97,162,170,215,223,198,333,161,128,330,301,223,267,238,183,217,288,218,263
RP11-15A1.4,83,21,79,29,73,51,50,49,153,69,53,77,42,54,95,87,82,89,56,42
RP11-15A1.3,25,7,30,17,21,28,28,27,18,23,21,23,4,21,23,32,31,30,32,21
RP11-15A1.2,1,0,0,1,2,1,2,3,3,0,1,1,0,0,0,1,0,0,2,0
ZNF45,286,563,515,620,495,498,485,992,435,474,651,406,814,672,351,324,501,476,740,686
ZNF221,8,14,26,34,36,17,30,23,11,19,20,18,14,26,9,7,18,6,21,19
ZNF155,5,28,21,29,11,25,25,43,3,16,36,12,33,35,8,2,25,30,23,19
